time,total_yggl,total_ygdn
2019-07-01 10:09:40,-0.001,54962.662
2019-07-01 10:11:39,0.0,54962.662
2019-07-01 10:12:40,-0.001,54962.662
2019-07-01 10:13:39,-0.002,54962.662
2019-07-01 10:15:40,0.0,54962.662
2019-07-01 10:16:40,-0.001,54962.662
2019-07-01 10:17:40,0.0,54962.662
2019-07-01 10:19:40,-0.001,54962.662
2019-07-01 10:20:40,-0.001,54962.662
2019-07-01 10:21:40,0.0,54962.662
2019-07-01 10:23:40,0.0,54962.662
2019-07-01 10:24:40,0.0,54962.662
2019-07-01 10:25:40,0.0,54962.662
2019-07-01 10:27:40,0.0,54962.662
2019-07-01 10:28:41,0.0,54962.662
2019-07-01 10:29:40,0.0,54962.662
2019-07-01 10:30:43,-0.001,54962.662
2019-07-01 10:31:42,0.0,54962.662
2019-07-01 10:32:42,0.001,54962.662
2019-07-01 10:33:43,-0.001,54962.662
2019-07-01 10:34:42,0.0,54962.662
2019-07-01 10:36:43,-0.002,54962.662
2019-07-01 10:37:42,-0.001,54962.662
2019-07-01 10:38:42,-0.001,54962.662
2019-07-01 10:40:43,0.0,54962.662
2019-07-01 10:41:42,0.0,54962.662
2019-07-01 10:42:43,0.0,54962.662
2019-07-01 10:44:43,-0.002,54962.662
2019-07-01 10:45:43,0.0,54962.662
2019-07-01 10:46:43,0.0,54962.662
2019-07-01 10:48:43,0.0,54962.662
2019-07-01 10:49:43,0.0,54962.662
2019-07-01 10:50:44,0.0,54962.662
2019-07-01 10:52:43,0.0,54962.662
2019-07-01 10:53:43,-0.001,54962.662
2019-07-01 10:54:45,0.0,54962.662
2019-07-01 10:56:43,0.001,54962.662
2019-07-01 10:57:44,0.001,54962.662
2019-07-01 10:58:44,0.0,54962.662
2019-07-01 10:59:46,0.0,54962.662
2019-07-01 11:02:47,0.001,54962.662
2019-07-01 11:03:46,0.0,54962.662
2019-07-01 11:05:47,0.0,54962.662
2019-07-01 11:06:47,-0.001,54962.662
2019-07-01 11:07:47,0.0,54962.662
2019-07-01 11:09:47,-0.001,54962.662
2019-07-01 11:10:48,-0.002,54962.662
2019-07-01 11:11:47,-0.002,54962.662
2019-07-01 11:13:48,0.0,54962.662
2019-07-01 11:14:47,0.0,54962.662
2019-07-01 11:15:48,0.0,54962.662
2019-07-01 11:17:48,0.0,54962.662
2019-07-01 11:18:49,0.0,54962.662
2019-07-01 11:19:48,-0.001,54962.662
2019-07-01 11:20:50,0.0,54962.662
2019-07-01 11:22:50,0.0,54962.662
2019-07-01 11:23:50,0.0,54962.662
2019-07-01 11:24:50,-0.001,54962.662
2019-07-01 11:26:50,0.0,54962.662
2019-07-01 11:27:50,-0.001,54962.662
2019-07-01 11:28:50,0.0,54962.662
2019-07-01 11:30:50,-0.001,54962.662
2019-07-01 11:32:52,0.0,54962.662
2019-07-01 11:34:52,-0.001,54962.662
2019-07-01 11:35:52,0.001,54962.662
2019-07-01 11:36:51,-0.001,54962.662
2019-07-01 11:38:52,0.0,54962.662
2019-07-01 11:39:52,-0.001,54962.662
2019-07-01 11:40:52,-0.002,54962.662
2019-07-01 11:41:54,-0.001,54962.662
2019-07-01 11:43:54,0.0,54962.662
2019-07-01 11:44:55,0.001,54962.662
2019-07-01 11:45:54,0.001,54962.662
2019-07-01 11:47:54,0.0,54962.662
2019-07-01 11:48:55,-0.002,54962.662
2019-07-01 11:49:54,0.0,54962.662
2019-07-01 11:51:55,0.0,54962.662
2019-07-01 11:52:54,-0.001,54962.662
2019-07-01 11:53:54,0.0,54962.662
2019-07-01 11:55:55,0.0,54962.662
2019-07-01 11:56:54,0.0,54962.662
2019-07-01 11:57:55,0.0,54962.662
2019-07-01 11:59:54,0.0,54962.662
2019-07-01 12:00:55,0.0,54962.662
2019-07-01 12:02:59,0.0,54962.662
2019-07-01 12:04:59,0.0,54962.662
2019-07-01 12:05:59,-0.001,54962.662
2019-07-01 12:06:59,0.0,54962.662
2019-07-01 12:08:59,0.0,54962.662
2019-07-01 12:09:59,0.0,54962.662
2019-07-01 12:11:00,-0.001,54962.662
2019-07-01 12:12:59,0.0,54962.662
2019-07-01 12:14:00,0.0,54962.662
2019-07-01 12:14:59,-0.001,54962.662
2019-07-01 12:17:05,0.002,54962.662
2019-07-01 12:18:00,0.0,54962.662
2019-07-01 12:19:00,-0.001,54962.662
2019-07-01 12:21:01,0.001,54962.662
2019-07-01 12:22:00,0.0,54962.662
2019-07-01 12:23:01,0.0,54962.662
2019-07-01 12:25:00,0.0,54962.662
2019-07-01 12:26:01,0.0,54962.662
2019-07-01 12:27:00,0.0,54962.662
2019-07-01 12:28:03,0.0,54962.662
2019-07-01 12:30:03,0.0,54962.662
2019-07-01 12:31:03,0.0,54962.662
2019-07-01 12:33:08,0.0,54962.662
2019-07-01 12:34:08,-0.001,54962.662
2019-07-01 12:35:09,0.001,54962.662
2019-07-01 12:36:10,0.002,54962.662
2019-07-01 12:38:11,0.0,54962.662
2019-07-01 12:39:10,-0.001,54962.662
2019-07-01 12:40:11,0.0,54962.662
2019-07-01 12:42:10,0.0,54962.662
2019-07-01 12:43:11,-0.001,54962.662
2019-07-01 12:44:11,0.0,54962.662
2019-07-01 12:46:11,-0.001,54962.662
2019-07-01 12:47:11,-0.003,54962.662
2019-07-01 12:48:11,-0.001,54962.662
2019-07-01 12:50:11,0.0,54962.662
2019-07-01 12:51:12,-0.002,54962.662
2019-07-01 12:52:11,0.0,54962.662
2019-07-01 12:54:12,0.0,54962.662
2019-07-01 12:55:11,0.0,54962.662
2019-07-01 12:56:12,0.0,54962.662
2019-07-01 12:58:11,-0.001,54962.662
2019-07-01 12:59:12,-0.002,54962.662
2019-07-01 13:00:12,0.0,54962.662
2019-07-01 13:01:14,-0.001,54962.662
2019-07-01 13:03:16,0.0,54962.662
2019-07-01 13:04:15,0.0,54962.662
2019-07-01 13:05:16,0.0,54962.662
2019-07-01 13:07:15,0.0,54962.662
2019-07-01 13:08:16,0.0,54962.662
2019-07-01 13:09:15,0.0,54962.662
2019-07-01 13:11:15,-0.002,54962.662
2019-07-01 13:12:16,-0.001,54962.662
2019-07-01 13:13:15,0.0,54962.662
2019-07-01 13:15:16,-0.002,54962.662
2019-07-01 13:16:16,0.001,54962.662
2019-07-01 13:17:16,0.0,54962.662
2019-07-01 13:19:16,0.0,54962.662
2019-07-01 13:20:16,0.002,54962.662
2019-07-01 13:21:16,0.0,54962.662
2019-07-01 13:22:18,0.0,54962.662
2019-07-01 13:24:18,0.0,54962.662
2019-07-01 13:25:18,-0.001,54962.662
2019-07-01 13:26:18,0.0,54962.662
2019-07-01 13:28:18,0.0,54962.662
2019-07-01 13:29:18,-0.001,54962.662
2019-07-01 13:30:18,0.0,54962.662
2019-07-01 13:33:24,0.0,54962.662
2019-07-01 13:34:25,-0.001,54962.662
2019-07-01 13:36:24,0.0,54962.662
2019-07-01 13:37:24,0.0,54962.662
2019-07-01 13:38:25,-0.001,54962.662
2019-07-01 13:40:24,-0.001,54962.662
2019-07-01 13:41:25,0.0,54962.662
2019-07-01 13:42:24,-0.001,54962.662
2019-07-01 13:43:27,-0.003,54962.662
2019-07-01 13:45:27,0.0,54962.662
2019-07-01 13:46:26,-0.001,54962.662
2019-07-01 13:47:27,0.0,54962.662
2019-07-01 13:49:26,-0.002,54962.662
2019-07-01 13:50:27,-0.001,54962.662
2019-07-01 13:51:26,0.0,54962.662
2019-07-01 13:53:27,0.0,54962.662
2019-07-01 13:54:27,-0.002,54962.662
2019-07-01 13:55:27,0.001,54962.662
2019-07-01 13:57:27,-0.001,54962.662
2019-07-01 13:58:26,-0.001,54962.662
2019-07-01 13:59:27,0.0,54962.662
2019-07-01 14:01:27,-0.001,54962.662
2019-07-01 14:03:34,0.0,54962.662
2019-07-01 14:04:34,-0.002,54962.662
2019-07-01 14:06:34,0.0,54962.662
2019-07-01 14:07:34,0.0,54962.662
2019-07-01 14:08:34,0.0,54962.662
2019-07-01 14:10:34,0.0,54962.662
2019-07-01 14:11:34,0.0,54962.662
2019-07-01 14:12:34,0.001,54962.662
2019-07-01 14:14:34,0.0,54962.662
2019-07-01 14:15:34,0.0,54962.662
2019-07-01 14:16:34,-0.002,54962.662
2019-07-01 14:18:35,-0.001,54962.662
2019-07-01 14:19:34,-0.002,54962.662
2019-07-01 14:20:35,-0.002,54962.662
2019-07-01 14:22:35,0.0,54962.662
2019-07-01 14:23:35,0.0,54962.662
2019-07-01 14:24:35,0.0,54962.662
2019-07-01 14:25:37,-0.001,54962.662
2019-07-01 14:27:37,0.0,54962.662
2019-07-01 14:28:37,-0.001,54962.662
2019-07-01 14:29:37,0.0,54962.662
2019-07-01 14:31:37,0.0,54962.662
2019-07-01 14:33:41,0.0,54962.662
2019-07-01 14:35:41,0.001,54962.662
2019-07-01 14:36:42,0.0,54962.662
2019-07-01 14:37:41,0.0,54962.662
2019-07-01 14:39:42,0.0,54962.662
2019-07-01 14:40:41,0.0,54962.662
2019-07-01 14:41:41,-0.001,54962.662
2019-07-01 14:43:41,0.0,54962.662
2019-07-01 14:44:42,-0.001,54962.662
2019-07-01 14:45:42,0.0,54962.662
2019-07-01 14:46:44,-0.001,54962.662
2019-07-01 14:48:44,0.0,54962.662
2019-07-01 14:49:43,-0.001,54962.662
2019-07-01 14:50:44,-0.002,54962.662
2019-07-01 14:52:44,-0.001,54962.662
2019-07-01 14:53:44,-0.001,54962.662
2019-07-01 14:54:44,0.0,54962.662
2019-07-01 14:56:43,-0.001,54962.662
2019-07-01 14:57:44,0.001,54962.662
2019-07-01 14:58:43,-0.001,54962.662
2019-07-01 15:00:44,-0.001,54962.662
2019-07-01 15:01:44,-0.002,54962.662
2019-07-01 15:03:52,0.0,54962.662
2019-07-01 15:05:52,-0.002,54962.662
2019-07-01 15:06:51,0.0,54962.662
2019-07-01 15:07:52,0.0,54962.662
2019-07-01 15:09:53,0.0,54962.662
2019-07-01 15:10:52,0.0,54962.662
2019-07-01 15:11:53,-0.002,54962.662
2019-07-01 15:13:52,-0.002,54962.662
2019-07-01 15:14:53,0.0,54962.662
2019-07-01 15:15:52,-0.001,54962.662
2019-07-01 15:17:53,0.0,54962.662
2019-07-01 15:18:53,0.0,54962.662
2019-07-01 15:19:53,0.0,54962.662
2019-07-01 15:21:53,-0.001,54962.662
2019-07-01 15:22:53,0.0,54962.662
2019-07-01 15:23:53,-0.002,54962.662
2019-07-01 15:24:55,0.0,54962.662
2019-07-01 15:26:55,0.0,54962.662
2019-07-01 15:27:55,0.001,54962.662
2019-07-01 15:28:55,0.0,54962.662
2019-07-01 15:30:55,0.001,54962.662
2019-07-01 15:31:56,0.0,54962.662
2019-07-01 15:33:58,0.0,54962.662
2019-07-01 15:34:58,0.001,54962.662
2019-07-01 15:35:58,-0.001,54962.662
2019-07-01 15:37:00,0.0,54962.662
2019-07-01 15:39:00,0.002,54962.662
2019-07-01 15:40:01,-0.001,54962.662
2019-07-01 15:41:00,0.0,54962.662
2019-07-01 15:43:00,0.0,54962.662
2019-07-01 15:44:00,0.0,54962.662
2019-07-01 15:45:00,0.0,54962.662
2019-07-01 15:47:01,0.0,54962.662
2019-07-01 15:48:00,0.001,54962.662
2019-07-01 15:49:00,-0.001,54962.662
2019-07-01 15:51:01,35.359,54963.187
2019-07-01 15:52:00,35.918,54963.9
2019-07-01 15:53:01,36.383,54964.65
2019-07-01 15:55:00,37.25,54966.15
2019-07-01 15:56:01,37.664,54966.9
2019-07-01 15:57:00,38.014,54967.65
2019-07-01 15:59:01,38.699,54969.187
2019-07-01 16:00:01,38.991,54969.975
2019-07-01 16:01:01,39.285,54970.762
2019-07-01 16:02:03,39.567,54971.587
2019-07-01 16:04:10,40.128,54973.275
2019-07-01 16:05:09,40.395,54974.1
2019-07-01 16:06:10,40.59,54974.925
2019-07-01 16:08:10,40.973,54976.537
2019-07-01 16:09:10,41.175,54977.362
2019-07-01 16:10:10,50.344,54978.3
2019-07-01 16:12:10,51.05,54980.362
2019-07-01 16:13:10,51.367,54981.375
2019-07-01 16:14:10,51.646,54982.425
2019-07-01 16:16:09,52.175,54984.525
2019-07-01 16:17:10,52.395,54985.575
2019-07-01 16:18:10,52.593,54986.625
2019-07-01 16:20:10,52.97,54988.762
2019-07-01 16:21:10,53.195,54989.812
2019-07-01 16:22:10,53.386,54990.9
2019-07-01 16:23:12,53.556,54992.025
2019-07-01 16:25:12,53.863,54994.162
2019-07-01 16:26:12,53.996,54995.25
2019-07-01 16:27:12,54.157,54996.337
2019-07-01 16:29:12,54.402,54998.55
2019-07-01 16:30:12,54.579,54999.637
2019-07-01 16:31:12,54.656,55000.725
2019-07-01 16:36:14,55.436,55006.312
2019-07-01 16:37:15,55.49,55007.437
2019-07-01 16:39:14,55.622,55009.687
2019-07-01 16:40:15,55.747,55010.812
2019-07-01 16:41:14,60.891,55011.975
2019-07-01 16:43:15,61.034,55014.45
2019-07-01 16:44:15,61.148,55015.687
2019-07-01 16:45:15,61.305,55016.925
2019-07-01 16:46:17,61.399,55018.2
2019-07-01 16:48:17,61.658,55020.675
2019-07-01 16:49:17,61.779,55021.912
2019-07-01 16:50:17,61.879,55023.15
2019-07-01 16:52:18,62.098,55025.662
2019-07-01 16:53:17,62.172,55026.9
2019-07-01 16:54:17,62.269,55028.175
2019-07-01 16:56:18,62.395,55030.687
2019-07-01 16:57:17,62.518,55031.925
2019-07-01 16:58:17,62.565,55033.2
2019-07-01 17:00:17,62.775,55035.712
2019-07-01 17:01:17,62.859,55036.987
2019-07-01 17:02:17,62.93,55038.262
2019-07-01 17:04:18,77.008,55040.812
2019-07-01 17:05:17,77.43,55042.387
2019-07-01 17:08:40,78.132,55047.637
2019-07-01 17:09:39,78.259,55049.212
2019-07-01 17:11:39,78.576,55052.4
2019-07-01 17:12:39,78.707,55053.975
2019-07-01 17:13:39,78.797,55055.55
2019-07-01 17:15:40,79.123,55058.737
2019-07-01 17:16:39,79.223,55060.35
2019-07-01 17:17:40,79.352,55061.925
2019-07-01 17:18:41,79.491,55063.575
2019-07-01 17:20:42,79.763,55066.8
2019-07-01 17:21:41,79.824,55068.412
2019-07-01 17:22:42,79.983,55070.025
2019-07-01 17:24:41,80.175,55073.25
2019-07-01 17:25:42,80.255,55074.862
2019-07-01 17:26:42,80.341,55076.475
2019-07-01 17:28:42,80.537,55079.737
2019-07-01 17:29:42,80.659,55081.35
2019-07-01 17:30:42,80.746,55082.962
2019-07-01 17:32:42,80.951,55086.225
2019-07-01 17:33:42,81.067,55087.875
2019-07-01 17:34:42,81.15,55089.487
2019-07-01 17:36:43,87.421,55092.862
2019-07-01 17:37:42,87.566,55094.625
2019-07-01 17:38:42,87.749,55096.387
2019-07-01 17:40:43,87.925,55099.912
2019-07-01 17:41:43,88.144,55101.712
2019-07-01 17:42:43,88.284,55103.475
2019-07-01 17:43:45,88.412,55105.312
2019-07-01 17:45:44,88.539,55108.875
2019-07-01 17:46:45,88.646,55110.675
2019-07-01 17:47:44,88.807,55112.437
2019-07-01 17:49:45,89.021,55116.037
2019-07-01 17:50:45,89.219,55117.837
2019-07-01 17:51:45,89.296,55119.637
2019-07-01 17:53:45,89.55,55123.237
2019-07-01 17:54:45,89.623,55125.037
2019-07-01 17:55:45,89.823,55126.837
2019-07-01 17:57:45,90.003,55130.475
2019-07-01 17:58:45,90.143,55132.275
2019-07-01 17:59:45,90.148,55134.112
2019-07-01 18:01:45,56.957,55137.15
2019-07-01 18:02:45,56.78,55138.275
2019-07-01 18:03:45,56.703,55139.437
2019-07-01 18:05:45,56.563,55141.725
2019-07-01 18:06:45,56.552,55142.85
2019-07-01 18:07:45,56.513,55144.012
2019-07-01 18:08:45,56.494,55145.137
2019-07-01 18:09:46,56.518,55146.262
2019-07-01 18:10:45,56.49,55147.425
2019-07-01 18:11:46,56.462,55148.55
2019-07-01 18:12:47,56.479,55149.712
2019-07-01 18:14:48,56.452,55152.0
2019-07-01 18:15:48,56.46,55153.125
2019-07-01 18:16:47,56.511,55154.287
2019-07-01 18:18:48,56.506,55156.537
2019-07-01 18:19:47,56.556,55157.7
2019-07-01 18:20:48,56.554,55158.825
2019-07-01 18:22:47,56.544,55161.112
2019-07-01 18:23:48,56.525,55162.237
2019-07-01 18:24:48,56.574,55163.4
2019-07-01 18:26:48,56.625,55165.65
2019-07-01 18:27:48,56.66,55166.812
2019-07-01 18:28:47,56.62,55167.937
2019-07-01 18:30:48,56.629,55170.225
2019-07-01 18:31:48,56.631,55171.387
2019-07-01 18:32:48,56.709,55172.512
2019-07-01 18:34:48,56.73,55174.8
2019-07-01 18:35:48,56.732,55175.962
2019-07-01 18:36:48,56.725,55177.087
2019-07-01 18:41:22,56.853,55182.3
2019-07-01 18:42:22,56.85,55183.462
2019-07-01 18:43:24,56.869,55184.625
2019-07-01 18:45:23,56.836,55186.912
2019-07-01 18:46:24,56.836,55188.075
2019-07-01 18:47:23,56.888,55189.2
2019-07-01 18:49:24,56.9,55191.487
2019-07-01 18:50:24,56.869,55192.65
2019-07-01 18:51:25,56.904,55193.812
2019-07-01 18:53:24,56.987,55196.1
2019-07-01 18:54:24,56.956,55197.225
2019-07-01 18:55:24,56.993,55198.387
2019-07-01 18:57:25,57.003,55200.675
2019-07-01 18:58:24,57.039,55201.837
2019-07-01 18:59:25,57.072,55203.0
2019-07-01 19:01:24,57.091,55205.287
2019-07-01 19:02:25,57.111,55206.45
2019-07-01 19:03:24,57.126,55207.575
2019-07-01 19:05:24,57.165,55209.9
2019-07-01 19:06:25,57.141,55211.062
2019-07-01 19:07:25,57.08,55212.187
2019-07-01 19:08:27,70.852,55213.425
2019-07-01 19:10:26,71.473,55216.312
2019-07-01 19:11:27,71.551,55217.737
2019-07-01 19:12:27,71.628,55219.2
2019-07-01 19:14:27,71.839,55222.087
2019-07-01 19:15:27,71.87,55223.512
2019-07-01 19:16:27,71.928,55224.975
2019-07-01 19:18:27,71.968,55227.862
2019-07-01 19:19:27,72.07,55229.325
2019-07-01 19:20:27,72.087,55230.787
2019-07-01 19:22:27,72.2,55233.675
2019-07-01 19:23:27,72.225,55235.137
2019-07-01 19:24:27,72.271,55236.6
2019-07-01 19:26:26,72.319,55239.525
2019-07-01 19:27:27,72.4,55240.95
2019-07-01 19:28:28,72.419,55242.412
2019-07-01 19:30:27,72.461,55245.337
2019-07-01 19:31:27,72.535,55246.8
2019-07-01 19:32:27,72.568,55248.262
2019-07-01 19:34:27,77.814,55251.225
2019-07-01 19:35:28,78.052,55252.8
2019-07-01 19:36:27,78.124,55254.375
2019-07-01 19:37:30,78.195,55256.025
2019-07-01 19:39:29,78.342,55259.175
2019-07-01 19:40:30,78.382,55260.75
2019-07-01 19:41:29,78.48,55262.325
2019-07-01 19:43:30,78.418,55265.475
2019-07-01 19:44:29,78.325,55267.05
2019-07-01 19:45:30,78.513,55268.625
2019-07-01 19:47:30,78.686,55271.812
2019-07-01 19:48:29,78.715,55273.387
2019-07-01 19:49:30,78.773,55274.962
2019-07-01 19:51:29,78.492,55278.15
2019-07-01 19:52:30,78.777,55279.725
2019-07-01 19:53:30,78.848,55281.337
2019-07-01 19:55:30,78.911,55284.487
2019-07-01 19:56:30,78.914,55286.1
2019-07-01 19:57:30,79.165,55287.675
2019-07-01 19:59:30,79.111,55290.862
2019-07-01 20:00:30,79.082,55292.475
2019-07-01 20:01:30,79.268,55294.05
2019-07-01 20:03:31,79.288,55297.275
2019-07-01 20:04:30,79.436,55298.85
2019-07-01 20:05:31,79.388,55300.462
2019-07-01 20:06:32,79.434,55302.112
2019-07-01 20:08:32,79.6,55305.3
2019-07-01 20:09:32,86.932,55306.95
2019-07-01 20:10:32,87.2,55308.712
2019-07-01 20:11:32,87.434,55310.475
2019-07-01 20:12:32,87.443,55312.237
2019-07-01 20:13:32,87.531,55314.0
2019-07-01 20:14:33,87.638,55315.762
2019-07-01 20:16:33,87.79,55319.287
2019-07-01 20:17:32,87.85,55321.05
2019-07-01 20:18:33,87.958,55322.85
2019-07-01 20:20:32,88.081,55326.375
2019-07-01 20:21:33,88.102,55328.137
2019-07-01 20:22:32,88.196,55329.937
2019-07-01 20:24:32,88.317,55333.5
2019-07-01 20:25:33,88.333,55335.262
2019-07-01 20:26:32,88.398,55337.062
2019-07-01 20:28:33,88.461,55340.625
2019-07-01 20:29:32,88.587,55342.387
2019-07-01 20:30:33,88.615,55344.187
2019-07-01 20:31:35,88.637,55346.025
2019-07-01 20:33:35,88.815,55349.625
2019-07-01 20:34:35,88.824,55351.387
2019-07-01 20:35:35,88.927,55353.187
2019-07-01 20:37:35,89.031,55356.787
2019-07-01 20:38:35,89.117,55358.55
2019-07-01 20:39:35,89.166,55360.35
2019-07-01 20:41:36,89.324,55363.95
2019-07-01 20:42:35,89.348,55365.75
2019-07-01 20:43:35,89.376,55367.55
2019-07-01 20:45:35,94.717,55371.187
2019-07-01 20:46:35,95.077,55373.1
2019-07-01 20:47:36,95.189,55375.012
2019-07-01 20:49:35,95.318,55378.875
2019-07-01 20:50:35,95.391,55380.787
2019-07-01 20:51:35,95.384,55382.7
2019-07-01 20:53:35,95.564,55386.562
2019-07-01 20:54:36,95.67,55388.475
2019-07-01 20:55:35,95.735,55390.425
2019-07-01 20:57:36,95.817,55394.287
2019-07-01 20:58:36,95.958,55396.2
2019-07-01 20:59:36,96.046,55398.15
2019-07-01 21:00:38,96.087,55400.137
2019-07-01 21:02:37,96.233,55404.0
2019-07-01 21:03:38,96.308,55405.95
2019-07-01 21:04:38,96.401,55407.9
2019-07-01 21:06:38,79.141,55411.575
2019-07-01 21:07:38,79.213,55413.187
2019-07-01 21:08:38,79.267,55414.762
2019-07-01 21:10:38,78.761,55417.95
2019-07-01 21:11:38,78.538,55419.562
2019-07-01 21:13:37,78.595,55422.712
2019-07-01 21:14:38,78.836,55424.325
2019-07-01 21:15:37,79.14,55425.9
2019-07-01 21:16:40,79.291,55427.55
2019-07-01 21:18:40,79.218,55430.737
2019-07-01 21:19:40,79.245,55432.35
2019-07-01 21:20:40,79.265,55433.925
2019-07-01 21:22:39,79.32,55437.112
2019-07-01 21:23:40,79.222,55438.725
2019-07-01 21:24:40,79.312,55440.337
2019-07-01 21:26:40,79.268,55443.525
2019-07-01 21:27:40,79.278,55445.1
2019-07-01 21:28:40,78.797,55446.712
2019-07-01 21:30:40,78.821,55449.9
2019-07-01 21:31:43,78.881,55451.475
2019-07-01 21:32:40,79.39,55453.05
2019-07-01 21:34:40,79.197,55456.275
2019-07-01 21:35:40,79.027,55457.85
2019-07-01 21:36:40,78.95,55459.425
2019-07-01 21:38:41,78.802,55462.612
2019-07-01 21:39:40,78.885,55464.187
2019-07-01 21:40:41,78.879,55465.8
2019-07-01 21:41:41,79.26,55467.375
2019-07-01 21:42:40,79.292,55468.987
2019-07-01 21:43:40,79.243,55470.562
2019-07-01 21:44:40,79.234,55472.175
2019-07-01 21:45:42,79.291,55473.825
2019-07-01 21:47:43,79.269,55477.012
2019-07-01 21:48:42,79.305,55478.625
2019-07-01 21:49:43,79.32,55480.2
2019-07-01 21:51:42,79.372,55483.425
2019-07-01 21:52:42,79.361,55485.0
2019-07-01 21:53:43,79.346,55486.612
2019-07-01 21:55:42,79.311,55489.8
2019-07-01 21:56:43,79.378,55491.412
2019-07-01 21:57:42,79.347,55492.987
2019-07-01 21:59:43,79.395,55496.212
2019-07-01 22:00:42,79.053,55497.787
2019-07-01 22:01:43,78.928,55499.4
2019-07-01 22:03:43,79.364,55502.587
2019-07-01 22:04:43,79.419,55504.2
2019-07-01 22:05:43,79.084,55505.775
2019-07-01 22:07:44,78.893,55508.962
2019-07-01 22:08:43,79.399,55510.575
2019-07-01 22:09:44,79.328,55512.15
2019-07-01 22:11:43,104.134,55515.9
2019-07-01 22:12:43,104.493,55518.0
2019-07-01 22:13:44,104.669,55520.1
2019-07-01 22:14:46,104.721,55522.275
2019-07-01 22:16:46,105.007,55526.512
2019-07-01 22:17:46,105.15,55528.612
2019-07-01 22:18:46,105.244,55530.75
2019-07-01 22:20:45,105.527,55534.987
2019-07-01 22:21:46,105.581,55537.125
2019-07-01 22:22:45,105.749,55539.262
2019-07-01 22:24:46,105.824,55543.5
2019-07-01 22:25:46,105.955,55545.637
2019-07-01 22:26:45,106.099,55547.775
2019-07-01 22:28:46,106.225,55552.05
2019-07-01 22:29:45,106.367,55554.187
2019-07-01 22:30:46,106.402,55556.325
2019-07-01 22:32:46,106.631,55560.637
2019-07-01 22:33:46,106.667,55562.775
2019-07-01 22:34:46,106.709,55564.912
2019-07-01 22:36:46,106.965,55569.225
2019-07-01 22:37:46,107.026,55571.4
2019-07-01 22:38:46,107.074,55573.537
2019-07-01 22:40:46,107.403,55577.887
2019-07-01 22:42:49,107.474,55582.275
2019-07-01 22:43:48,111.654,55584.487
2019-07-01 22:45:48,111.314,55588.987
2019-07-01 22:46:48,111.963,55591.237
2019-07-01 22:47:48,111.912,55593.487
2019-07-01 22:49:48,98.992,55597.95
2019-07-01 22:50:48,93.587,55599.862
2019-07-01 22:51:49,93.515,55601.737
2019-07-01 22:53:48,93.392,55605.487
2019-07-01 22:54:48,93.347,55607.4
2019-07-01 22:55:48,93.41,55609.275
2019-07-01 22:57:48,93.372,55613.025
2019-07-01 22:58:49,93.414,55614.9
2019-07-01 22:59:48,93.392,55616.812
2019-07-01 23:01:49,93.356,55620.562
2019-07-01 23:02:48,93.362,55622.437
2019-07-01 23:03:49,93.41,55624.312
